restaurant_id,restaurant_name,restaurant_type,Rating,num_of_ratings,avg_cost,online_order,table_booking,cuisines_type,area,local_address
1219,Alba - JW Marriott Bengaluru,Fine Dining,4.4,561,4000,No,Yes,Italian,Church Street,Lavelle Road
1220,Al-Badia Restaurant,Casual Dining,4.2,89,700,No,No,Arabian,Kalyan Nagar,Kammanahalli
1221,Al-Baik Kabab Corner,Quick Bites,3.2,25,350,Yes,No,"Kebab, Biryani",Malleshwaram,Yeshwantpur
1222,Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450,Yes,No,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara
1223,Al-Bek,Casual Dining,3.9,682,650,Yes,No,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar
1224,Albert Bakery,Bakery,4.3,346,150,No,No,"Bakery, Fast Food",Frazer Town,Frazer Town
1225,Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000,No,Yes,Modern Indian,Brigade Road,Residency Road
1226,Alchemy Coffee Roasters,Cafe,4.2,704,500,No,No,Cafe,Basavanagudi,Jayanagar
1227,Alfa Family Restaurant,Casual Dining,3,27,400,No,No,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden
1228,Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"Bar, Casual Dining",3.7,77,2000,No,Yes,Continental,Malleshwaram,Malleshwaram
1229,Al-Hyatt,Quick Bites,,40,300,No,No,"Biryani, Chinese",Koramangala 6th Block,Ejipura
1230,Ali Snacks Point,Quick Bites,3.4,5,150,Yes,No,"Chinese, Momos",Malleshwaram,Malleshwaram
1231,Alibaba Cafe and Restaurant,Casual Dining,2.9,55,700,No,No,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar
1232,Alibi - Maya International Hotel,Casual Dining,1.8,224,1200,No,No,"North Indian, Continental, Chinese",Brigade Road,Church Street
1233,AlienSip,Beverage Shop,3.6,11,200,Yes,No,Juices,Bannerghatta Road,BTM
1234,Alif Restaurant,Casual Dining,3.6,26,600,Yes,No,"North Indian, Chinese",Bannerghatta Road,JP Nagar
1235,Aligarh House,Delivery,4.4,98,400,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala
1236,Alikemom,"Takeaway, Delivery",2.8,40,300,Yes,No,North Indian,Electronic City,Electronic City
1237,All Aromas,Quick Bites,2.8,40,400,Yes,No,"North Indian, Biryani",Basavanagudi,Jayanagar
1238,All Saints Bakery,Bakery,3.6,23,200,No,No,Bakery,Brigade Road,Brigade Road
1239,All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300,Yes,No,"Desserts, Beverages",Brookefield,Marathahalli
1240,All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300,Yes,No,"Desserts, Beverages",Malleshwaram,Rajajinagar
1241,Allahabadi Tadaka,Casual Dining,2.9,46,250,No,No,North Indian,Indiranagar,Domlur
1242,Allana Kabab,Quick Bites,3.3,4,200,No,No,North Indian,Church Street,Richmond Road
1243,Alloro - The Oterra,Fine Dining,4,63,2500,No,Yes,Italian,Electronic City,Electronic City
1244,Al-Madina,"Takeaway, Delivery",3.3,8,500,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
1245,Al-Madina Restaurant,Casual Dining,3.4,22,400,No,No,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market
1246,Al-Marhaba Restaurant,Quick Bites,2.8,40,400,Yes,No,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,BTM
1247,Al-Noor Restaurant,Quick Bites,2.8,40,400,Yes,No,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara
1248,Alpha - House of Biryani & Tandoor,Casual Dining,3.3,387,800,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield
1249,Al-Sidique,Quick Bites,4,314,400,Yes,No,"North Indian, Chinese",Rajajinagar,Vijay Nagar
1250,alt,"Bar, Lounge",4.1,821,1900,No,Yes,Finger Food,Whitefield,Whitefield
1251,Altaf's Chillies Restaurant,Casual Dining,3.8,229,500,Yes,No,"North Indian, Chinese",Frazer Town,Frazer Town
1252,Altaj Restaurant,Casual Dining,3.3,6,700,No,No,"North Indian, Chinese",Malleshwaram,Rajajinagar
1253,Al-Taj Restaurant,Casual Dining,3.3,10,600,Yes,No,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar
1254,Alter Ego D'Deli,Cafe,3.8,140,650,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar
1255,Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000,No,Yes,"Italian, Salad",Brookefield,Whitefield
1256,AM WOW,Beverage Shop,3.4,6,100,Yes,No,Beverages,Banashankari,Jayanagar
1257,Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500,No,No,Desserts,Brookefield,Whitefield
1258,Amande Patisserie,Bakery,4,73,300,Yes,No,"Bakery, French, Desserts",Banashankari,Basavanagudi
1259,Amanthrana Gardenia,Casual Dining,3.8,107,800,Yes,No,"North Indian, Andhra, BBQ, Seafood, Chinese",Brookefield,Brookefield
1260,Amantrana,Casual Dining,3.2,15,800,No,No,"North Indian, South Indian",Rajajinagar,Magadi Road
1261,Amar Kolkata,Quick Bites,3.2,4,300,No,No,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road
1262,Amara Food Point,"Takeaway, Delivery",3.3,4,250,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
1263,Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar
1264,Amaravathi Mess,Quick Bites,3.6,108,400,Yes,No,"Andhra, Biryani",Electronic City,Electronic City
1265,Amaravati,Quick Bites,3.6,39,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
1266,Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350,Yes,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura
1267,Amaravati Authentic Andhra Restaurant,Casual Dining,3,148,600,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield
1268,Amaravati Food Court,Quick Bites,3.3,7,300,Yes,No,Kerala,Whitefield,Whitefield
1269,Amaravati Grand,Casual Dining,3.3,7,550,No,No,"Chinese, Andhra, Mangalorean",Jayanagar,BTM
1270,Amazing Blue Pub,Pub,3.4,10,900,No,No,Finger Food,Malleshwaram,Seshadripuram
1271,Ambara Gardenia,Casual Dining,3.8,256,800,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road
1272,Ambarsaria,Casual Dining,2.7,57,800,No,No,North Indian,New BEL Road,New BEL Road
1273,Amber Rush by The Pool,"Bar, Casual Dining",3.9,140,1500,No,No,"North Indian, Chinese, Continental",Brookefield,Marathahalli
1274,Amber Rush Restobar,Pub,4.1,93,1000,No,Yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road
1275,Ambika Biryani Corner,Quick Bites,3.5,37,300,No,No,Biryani,Rajajinagar,Rajajinagar
1276,Ambika Vegetarian Hotel,Casual Dining,3.7,31,500,No,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar
1277,Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27,400,Yes,No,"South Indian, Chettinad",Kammanahalli,Banaswadi
1278,Ambur Azad Darbar,Quick Bites,3.1,6,250,No,No,"North Indian, Fast Food, Biryani",Jayanagar,BTM
1279,Ambur Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Indiranagar,Old Airport Road
1280,Ambur Biriyani Centre,Quick Bites,3.2,6,150,No,No,Biryani,Sarjapur Road,Bellandur
1281,Ambur Biriyani Classic,Casual Dining,3.3,136,700,Yes,No,"Biryani, South Indian, North Indian",Electronic City,Electronic City
1282,Ambur Biriyani Point,Quick Bites,3.6,26,150,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
1283,Ambur Biriyani Zone,Quick Bites,3.2,4,200,No,No,"Biryani, Kebab",Kammanahalli,Kammanahalli
1284,Ambur Biryani,Quick Bites,3.2,5,450,No,No,"South Indian, Fast Food",HSR,HSR
1285,Ambur Biryani Hotel,Quick Bites,3.2,13,200,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1286,Ambur Biryani Mess,Mess,3.4,18,250,No,No,Biryani,Koramangala 4th Block,Koramangala 6th Block
1287,Ambur Biryani Point,Quick Bites,3.3,8,150,No,No,Biryani,Bellandur,Sarjapur Road
1288,Ambur Chicken Biryani,Quick Bites,3.1,9,250,No,No,Biryani,HSR,HSR
1289,Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200,Yes,No,Biryani,Malleshwaram,Yeshwantpur
1290,Ambur Dum Biriyani,Quick Bites,2.8,40,160,No,No,Biryani,Banashankari,Basavanagudi
1291,Ambur Dum Biryani,Quick Bites,2.8,40,300,No,No,"Biryani, Fast Food",Electronic City,Electronic City
1292,Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar
1293,Ambur Hot Dum Biryani,Quick Bites,3,9,200,No,No,Biryani,Marathahalli,Thippasandra
1294,Ambur Star Biryani,Quick Bites,3.5,22,200,No,No,Biryani,Bellandur,Sarjapur Road
1295,Ambur Star Briyani,Casual Dining,3.6,17,500,Yes,No,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar
1296,Ambur Star Dum Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Residency Road,Wilson Garden
1297,Ambur Star Dum Biryani,Quick Bites,2.8,40,250,No,No,Biryani,Bellandur,Sarjapur Road
1298,Ambur Tasty Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,HSR,HSR
1299,Amchoor,Quick Bites,3.8,38,250,Yes,No,"North Indian, Beverages",Marathahalli,Marathahalli
1300,Amdo's Corner Tibetan Foods,Quick Bites,4,47,250,No,No,"Tibetan, Momos",Brigade Road,Richmond Road
1301,American Bites,Quick Bites,2.4,48,450,Yes,No,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar
1302,American Desserts,"Takeaway, Delivery",3.6,23,500,Yes,No,"Desserts, Bakery",Kalyan Nagar,Banaswadi
1303,Amexicano,Food Truck,3.8,31,400,No,No,"American, Mexican",Indiranagar,East Bangalore
1304,Amigos Kitchen,Quick Bites,3.7,64,400,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi
1305,Amjad Bhai's Star Hotel - Home Food Only,Quick Bites,2.8,40,300,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",BTM
1306,Ammachide Addukala,Quick Bites,3.5,6,300,No,No,Kerala,Bannerghatta Road,Bannerghatta Road
1307,Amma's Biryani & Rice,Quick Bites,2.8,40,300,Yes,No,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli
1308,Amma's Cafe,Quick Bites,3.2,6,300,No,No,Fast Food,HSR,HSR
1309,Amma's Pastries,Bakery,3.9,130,400,No,No,Bakery,Kalyan Nagar,HBR Layout
1310,Amma's Special,Quick Bites,,40,400,No,No,South Indian,Koramangala 6th Block,Koramangala 1st Block
1311,Ammayi Thakkaram,Quick Bites,,40,400,No,No,"Kerala, South Indian",Koramangala 6th Block,BTM
1312,Ammi's Biryani,Casual Dining,2.7,171,500,Yes,No,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar
1313,Ammus Hot N Cool,Quick Bites,3.4,84,300,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
1314,Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000,No,No,"North Indian, Chinese, Continental",Brigade Road,Residency Road
1315,Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000,Yes,Yes,"Continental, Chinese",Brookefield,Whitefield
1316,Amontron,Casual Dining,3.9,435,650,Yes,No,Bengali,Bannerghatta Road,BTM
1317,Amour Fine Patisserie,"Cafe, Dessert Parlor",4,82,500,Yes,Yes,"Cafe, Desserts, Continental",HSR,HSR
1318,Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
1319,Amrit,Food Court,3.4,24,600,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",JP Nagar
1320,Amrita Nadia Sweets,Sweet Shop,3.2,4,400,Yes,No,Mithai,New BEL Road,Jalahalli
1321,Amrith Ice Cream,Dessert Parlor,4.1,81,100,No,No,Ice Cream,Malleshwaram,Malleshwaram
1322,Amritsari Kulcha Bite,Quick Bites,3.9,99,150,Yes,No,North Indian,Indiranagar,Ulsoor
1323,Amritsari Kulcha Land,Quick Bites,4,260,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
1324,Amrut,Quick Bites,3.5,250,300,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram
1325,Amruta,Casual Dining,3.8,20,600,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic
1326,Amruth Parkland,"Bar, Casual Dining",3.5,54,900,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road
1327,Amrutha Foods,Quick Bites,2.8,40,300,No,No,South Indian,Marathahalli,Old Airport Road
1328,Amrutha Grand Restaurant,Casual Dining,3.2,204,500,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road
1329,Amrutha Mess,Quick Bites,3.4,5,300,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM
1330,Amrutha Sweets,Quick Bites,3.5,13,200,No,No,"Street Food, Mithai",Koramangala 4th Block,Ejipura
1331,AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",BTM
1332,Amul Ice Cream,Dessert Parlor,2.8,40,100,Yes,No,"Desserts, Ice Cream",HSR,HSR
1333,An Egg Story,Cafe,4,241,600,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar
1334,Anamika Roll Centre,Quick Bites,3.2,4,300,No,No,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden
1335,Anand Donne Biriyani,Quick Bites,3.6,45,200,Yes,No,Biryani,Banashankari,Jayanagar
1336,Anand Sagar Inn,Casual Dining,3.2,6,450,No,No,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi
1337,Anand Sweets and Savouries,Quick Bites,4,99,400,Yes,No,"Mithai, Street Food",Kalyan Nagar,Kammanahalli
1338,Anand Vihar,Quick Bites,2.5,58,,No,No,"North Indian, Chinese",Frazer Town,RT Nagar
1339,Anda Ka Funda,Quick Bites,3.1,14,300,Yes,No,"North Indian, Chinese",JP Nagar,Jayanagar
1340,Anda Special-Pav Bhaji,Quick Bites,3.4,8,200,Yes,No,Fast Food,New BEL Road,Yeshwantpur
1341,Andal Mess,Mess,3.1,22,300,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4th Block,Domlur
1342,Ande Ka Funda,Quick Bites,2.8,60,250,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",BTM
1343,Andhra Amigos,Casual Dining,3.6,81,350,Yes,No,"Andhra, North Indian, Biryani",Electronic City,Electronic City
1344,Andhra Bhojanam,Casual Dining,3.6,21,600,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road
1345,Andhra Biriyani Palace,Quick Bites,2.8,40,250,Yes,No,"Biryani, Andhra",Kalyan Nagar,Nagawara
1346,Andhra Biryani & Curries,Quick Bites,3.1,4,400,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City
1347,Andhra Biryanis,Casual Dining,4,108,700,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield
1348,Andhra Box,Quick Bites,3.2,4,400,No,No,"Andhra, Biryani, Chinese",Brookefield,Marathahalli
1349,Andhra Central,Food Court,3.1,13,400,Yes,No,Andhra,Brookefield,Marathahalli
1350,Andhra Chettinad Cuisine,Quick Bites,3.6,24,250,No,No,"Andhra, South Indian, Chettinad",Electronic City,Electronic City
1351,Andhra Express,"Takeaway, Delivery",3.7,19,300,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli,CV Raman Nagar
1352,Andhra Food Cafe (AFC),Quick Bites,3.3,46,250,Yes,No,"Andhra, North Indian, South Indian",Electronic City,Electronic City
1353,Andhra Ghumaghumalu,Quick Bites,2.8,40,300,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield
1354,Andhra Grills,Casual Dining,3,55,800,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road,JP Nagar
1355,Andhra Kafe,Casual Dining,3.8,241,550,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield
1356,Andhra Kitchen,Quick Bites,3.9,45,400,Yes,No,Andhra,Electronic City,Electronic City
1357,Andhra Mess,Mess,2.8,17,400,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield
1358,Andhra Paris,Quick Bites,3.2,5,250,Yes,No,Andhra,Bellandur,Sarjapur Road
1359,Andhra Ruchi's Restaurant,Delivery,3.1,72,500,Yes,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield
1360,Andhra Ruchulu,Casual Dining,4.2,1428,800,Yes,Yes,"Andhra, North Indian",Bannerghatta Road,JP Nagar
1361,Andhra Spice,Casual Dining,2.8,40,600,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road
1362,Andhra Spice Mess,Quick Bites,3.4,9,250,Yes,No,"Andhra, Biryani, North Indian, Chinese",New BEL Road,New BEL Road
1363,Andhra Spices,Quick Bites,3.2,4,,No,No,"Andhra, Chinese, South Indian",Whitefield,Brookefield
1364,Andhra Spicy,Quick Bites,3.5,11,400,No,No,"Andhra, Biryani",Bellandur,Bellandur
1365,Andhra Spicy Food Court,Quick Bites,3.2,22,400,Yes,No,"Andhra, Biryani",Electronic City,Electronic City
1366,Andhra Spicy Inn,Quick Bites,2.8,40,450,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara
1367,Andhra Star Biryani,Quick Bites,3.2,6,200,No,No,Biryani,Marathahalli,Brookefield
1368,Andhra Vantakam,Casual Dining,3.9,317,800,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar
1369,Andhra Vantillu,Quick Bites,3.3,4,350,No,No,"South Indian, North Indian",HSR,HSR
1370,Andhra Vilaas,Quick Bites,3.7,52,350,Yes,No,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road
1371,Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600,Yes,No,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli
1372,Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300,No,No,"Cafe, Beverages, Fast Food",New BEL Road,New BEL Road
1373,Angaar Biriyani,Quick Bites,3.7,92,400,Yes,No,"Biryani, Chinese, Fast Food",Whitefield,Whitefield
1374,Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,HBR Layout
1375,Angel Mess,Quick Bites,3.5,17,200,No,No,South Indian,Marathahalli,Kaggadasapura
1376,Angel Mutton Leg Soup,Quick Bites,3.5,22,200,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar
1377,Angel Restaurant,Quick Bites,2.8,165,450,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road
1378,Angel's Kitchen,Quick Bites,3.5,10,300,No,No,Kerala,Whitefield,Whitefield
1379,Angiie's Cafe,Quick Bites,3.7,29,450,Yes,No,"Burger, Fast Food",Bellandur,Sarjapur Road
1380,Anika's India Kitchen,Delivery,3.3,5,250,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",HSR
1381,Aniram's,Delivery,4.1,739,500,Yes,No,"Chinese, North Indian",Bannerghatta Road,JP Nagar
1382,Anjappaar,Casual Dining,3.9,96,650,No,No,"Chettinad, South Indian",Marathahalli,Marathahalli
1383,Anjappar,Casual Dining,2.7,40,650,No,No,"Chettinad, South Indian",Jayanagar,JP Nagar
1384,Anju's Cafe,Cafe,3.4,6,600,No,No,"Cafe, North Indian",Bannerghatta Road,JP Nagar
1385,Anna Kuteera,Casual Dining,3.8,62,400,No,No,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road
1386,Annabell,"Quick Bites, Beverage Shop",4,264,700,Yes,No,"Continental, Beverages",Indiranagar,Indiranagar
1387,Annalakshmi,Casual Dining,3.5,28,700,No,No,"Andhra, Chettinad",Bellandur,Bellandur
1388,Annapoorani,Casual Dining,3.9,434,400,No,No,South Indian,Indiranagar,Indiranagar
1389,Annapoorni Grand,Casual Dining,3.9,82,450,No,No,"Chinese, South Indian, North Indian",Lavelle Road,Majestic
1390,Annappa's Naati Mane,Quick Bites,3.5,73,400,No,No,"South Indian, Chinese",Rajajinagar,Rajajinagar
1391,Annapurna Andhra Hotel,Quick Bites,3.3,5,400,Yes,No,"Mughlai, Chinese, North Indian",Electronic City,Electronic City
1392,Annapurna Bengali Restaurant,Casual Dining,3.9,50,500,No,No,Bengali,Brookefield,Whitefield
1393,Annapurna Benne Dose,Quick Bites,2.8,40,200,Yes,No,South Indian,JP Nagar,JP Nagar
1394,Annapurna Foods,Casual Dining,3.5,11,400,Yes,No,"North Indian, Chinese, Hyderabadi",Bellandur,Bellandur
1395,Antarastriya,Quick Bites,3.9,461,200,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram
1396,ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500,No,Yes,"Continental, North Indian, Chinese, BBQ",Marathahalli,Marathahalli
1397,Antilla Aromas,Dessert Parlor,3.7,18,300,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,Bannerghatta Road
1398,Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450,Yes,No,"Chinese, Thai, Momos",Kalyan Nagar,Kammanahalli
1399,Anupam's Coast II Coast,Casual Dining,4.1,841,700,Yes,No,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
1400,Anupam's Coastal Express,Casual Dining,4.1,179,600,Yes,No,"Seafood, Mangalorean, South Indian",Basavanagudi,Shanti Nagar
1401,Anushka Restaurant,Casual Dining,2.8,40,550,Yes,No,"North Indian, Chinese",Brookefield,Whitefield
1402,Apna Hotel,Quick Bites,3.5,26,300,Yes,No,"North Indian, Hyderabadi",Brookefield,Whitefield
1403,Apna Punjab,Quick Bites,3.6,474,450,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,BTM
1404,Apna Veg Dhaba,Casual Dining,3.1,35,400,Yes,No,"North Indian, Chinese",Bellandur,Bellandur
1405,Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield,Brookefield
1406,Appam & Curry,Quick Bites,3.8,18,200,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1407,Appam Centre,Quick Bites,3.2,4,200,No,No,Kerala,Bannerghatta Road,JP Nagar
1408,Appana Restaurant,Quick Bites,2.8,40,300,Yes,No,North Indian,Bannerghatta Road,BTM
1409,Appetite Workstation,Quick Bites,3.6,16,500,Yes,No,"North Indian, Chinese, Biryani",Bellandur,Sarjapur Road
1410,Apple Cafe,Quick Bites,3.3,14,300,No,No,"Beverages, Fast Food",Marathahalli,Marathahalli
1411,Apsara Ice Cream,Dessert Parlor,3.2,4,200,No,No,"Ice Cream, Desserts",Brookefield,Whitefield
1412,AQNI,Casual Dining,3.6,89,650,Yes,No,"North Indian, Mughlai, Biryani, Rolls",Malleshwaram,New BEL Road
1413,Aqua - The Park Bangalore,"Lounge, Bar",4,195,3000,No,Yes,"North Indian, Mediterranean, Chinese",Church Street,MG Road
1414,Arabian Bites,Quick Bites,3.4,24,300,Yes,No,"North Indian, Chinese",Basavanagudi,BTM
1415,Arabian Mataam,Quick Bites,3.7,19,500,No,No,"Biryani, Arabian",Frazer Town,Frazer Town
